Search results from the CABI Horizon Scanning Tool <2022-01-25>,,,,,,,,,,,,,,,,,,,,
"Area at risk: Belgium ; Source Areas: France, Germany, Luxembourg, Netherlands ; Pathways: N/A (Including datasheets with no pathways data) ; Plant hosts: N/A ; Plant parts in trade: N/A  (Including datasheets with no plant part in trade data) ; Habitats: N/A  (Including datasheets with no habitats data) ; Taxonomic group: N/A",,,,,,,,,,,,,,,,,,,,
"Citation: <CABI, 2022. Horizon Scanning Tool. Crop Protection Compendium. Wallingford, UK: CAB International. https://www.cabi.org/cpc.>",,,,,,,,,,,,,,,,,,,,
Search Url: https://www.cabi.org/HorizonScanningTool/Country/SearchResult?guId=5e905232-cf28-4582-95f8-6b2bb560174f,,,,,,,,,,,,,,,,,,,,
For terms and conditions see: https://www.cabi.org/terms-and-conditions/,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Preferred scientific name,International common name,Taxonomic group,ISC content,CPC content,Datasheet Type,Domain,Kingdom,Phylum,Class,Order,Family,Invasive Somewhere,Total number of presence records,Number of presence records in neighbouring geographic areas,Number of presence records in geographic areas with matching climate,Total Hosts,Habitats,Plant parts in trade,Pathways,Datasheet URL(s)
Hop stunt viroid,hop stunt viroid,Viruses,,Full datasheet,pest,Virus,,,,,Pospiviroidae,,93,2,37,45,,,,https://www.cabi.org/cpc/datasheet/27694
Hoplocampa brevis,,Invertebrates,Basic datasheet,,invasiveSpecies,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,invasive,6,1,4,0,,no data,no data,https://www.cabi.org/isc/datasheet/114831
Hoplocampa minuta,"plum, fruit sawfly",Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,,16,2,16,4,no data,no data,no data,https://www.cabi.org/cpc/datasheet/27650
Horidiplosis ficifolii,,Invertebrates,Basic datasheet,,invasiveSpecies,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Cecidomyiidae,invasive,4,1,3,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/114842
Hornungia petraea,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Dicotyledonae,Capparidales,Brassicaceae,invasive,3,1,3,0,,no data,no data,https://www.cabi.org/isc/datasheet/114843
Hosta virus X,,Viruses,,Full datasheet,pest,Virus,,,,Tymovirales,Alphaflexiviridae,,31,2,16,3,no data,,no data,https://www.cabi.org/cpc/datasheet/27904
Howardia biclavis,mining scale,Invertebrates,,Basic datasheet,"pest,naturalEnemy",Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Diaspididae,,18,2,8,6,no data,no data,no data,https://www.cabi.org/cpc/datasheet/27709
Hyadaphis foeniculi,"honeysuckle, aphid (England)",Invertebrates,,Basic datasheet,"pest,naturalEnemy,vectorOfPlantPest",Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Aphididae,,9,1,7,5,no data,no data,no data,https://www.cabi.org/cpc/datasheet/28032
Hyadaphis tataricae,,Invertebrates,,Basic datasheet,"pest,naturalEnemy",Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Aphididae,,10,1,5,2,no data,no data,no data,https://www.cabi.org/cpc/datasheet/28033
Hyalesthes obsoletus,,Invertebrates,,Full datasheet,"pest,naturalEnemy,vectorOfPlantPest",Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Cixiidae,,27,3,23,16,no data,no data,no data,https://www.cabi.org/cpc/datasheet/28377
Hyalopterus pruni,mealy plum aphid,Invertebrates,,Full datasheet,"pest,vectorOfPlantPest",Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Aphididae,,22,2,17,22,no data,no data,no data,https://www.cabi.org/cpc/datasheet/28037
Hydraecia micacea,potato skin borer,Invertebrates,,Full datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,,22,1,13,18,no data,no data,no data,https://www.cabi.org/cpc/datasheet/28097
Hydrellia griseola,rice leaf miner,Invertebrates,,Full datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Ephydridae,,97,3,46,6,no data,,no data,https://www.cabi.org/cpc/datasheet/28102
Hydrellia philippina,rice leaf miner,Invertebrates,,Full datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Ephydridae,,34,1,11,10,no data,,no data,https://www.cabi.org/cpc/datasheet/28104
Hydrilla verticillata,hydrilla,Plants,Full datasheet,Full datasheet,"pest,hostPlant,invasiveSpecies",Eukaryota,Plantae,Spermatophyta,Monocotyledonae,Hydrocharitales,Hydrocharitaceae,invasive,177,1,65,1,,no data,,https://www.cabi.org/cpc/datasheet/28170; https://www.cabi.org/isc/datasheet/28170
Hydrocotyle bonariensis,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Dicotyledonae,Apiales,Apiaceae,invasive,7,1,5,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/114854
Hydroides dianthus,,Invertebrates,Basic datasheet,,invasiveSpecies,Eukaryota,Metazoa,Annelida,Polychaeta,Sabellida,Serpulidae,invasive,13,1,9,0,,no data,no data,https://www.cabi.org/isc/datasheet/114865
Hydroides elegans,,Invertebrates,Basic datasheet,,invasiveSpecies,Eukaryota,Metazoa,Annelida,Polychaeta,Sabellida,Serpulidae,invasive,20,3,14,0,,no data,no data,https://www.cabi.org/isc/datasheet/114868
Hydroides ezoensis,,Invertebrates,Basic datasheet,,invasiveSpecies,Eukaryota,Metazoa,Annelida,Polychaeta,Sabellida,Serpulidae,invasive,3,1,3,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/114869
Hygromia cinctella,,Invertebrates,Basic datasheet,,invasiveSpecies,Eukaryota,Metazoa,Mollusca,Gastropoda,Stylommatophora,Hygromiidae,invasive,5,2,5,0,,no data,no data,https://www.cabi.org/isc/datasheet/114878
Hygrophila polysperma,Indian swampweed,Plants,Full datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Dicotyledonae,Scrophulariales,Acanthaceae,invasive,31,1,17,0,,no data,,https://www.cabi.org/isc/datasheet/28135
Hyles euphorbiae,spurge hawkmoth,Invertebrates,,Basic datasheet,"pest,naturalEnemy",Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Sphingidae,,14,3,11,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/12016
Hylesinus varius,ash bark beetle,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Scolytidae,,6,1,6,5,no data,no data,no data,https://www.cabi.org/cpc/datasheet/28134
Hylobius transversovittatus,,Invertebrates,,Basic datasheet,"pest,naturalEnemy",Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Curculionidae,,10,2,9,4,no data,no data,no data,https://www.cabi.org/cpc/datasheet/28183
Hymenula cerealis,Cephalosporium stripe,Fungi/Chromista,,Full datasheet,"pest,naturalEnemy",Eukaryota,Fungi,Ascomycota,,,,,44,2,26,9,,,no data,https://www.cabi.org/cpc/datasheet/28242
Hypera zoilus,clover leaf weevil,Invertebrates,,Full datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Curculionidae,,69,2,39,14,no data,no data,no data,https://www.cabi.org/cpc/datasheet/28336
Hypericum canadense,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Dicotyledonae,Theales,Clusiaceae,invasive,5,3,5,0,,no data,no data,https://www.cabi.org/isc/datasheet/114903
Hypericum gentianoides,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Dicotyledonae,Theales,Clusiaceae,invasive,1,1,1,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/114905
Hypericum hircinum,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Dicotyledonae,Theales,Clusiaceae,invasive,7,1,5,0,,no data,no data,https://www.cabi.org/isc/datasheet/114907
Hypericum mutilum,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Dicotyledonae,Theales,Clusiaceae,invasive,13,1,7,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/114909
Hyphantria cunea,mulberry moth,Invertebrates,Full datasheet,Full datasheet,"pest,naturalEnemy,hostAnimal,invasiveSpecies",Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Arctiidae,invasive,102,1,51,38,no data,no data,no data,https://www.cabi.org/cpc/datasheet/28302; https://www.cabi.org/isc/datasheet/28302
Hypnea musciformis,,Plants,Full datasheet,,invasiveSpecies,Eukaryota,Plantae,Rhodophyta,Rhodophyceae,Gigartinales,Gigartinaceae,invasive,90,1,31,0,,no data,,https://www.cabi.org/isc/datasheet/107773
Hypocrea rufa,green mould of narcissus,Fungi/Chromista,,Basic datasheet,pest,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,,49,2,32,38,no data,no data,no data,https://www.cabi.org/cpc/datasheet/54471
Hypogeococcus pungens,cactus mealybug,Invertebrates,Full datasheet,Full datasheet,"pest,invasiveSpecies",Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Pseudococcidae,invasive,28,1,17,27,,,,https://www.cabi.org/cpc/datasheet/110614; https://www.cabi.org/isc/datasheet/110614
Hypoponera ergatandria,,Invertebrates,Basic datasheet,,invasiveSpecies,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,invasive,2,2,2,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/114923
Hypostomus plecostomus,suckermouth catfish,Vertebrates,Full datasheet,,invasiveSpecies,Eukaryota,Metazoa,Chordata,Actinopterygii,Siluriformes,Loricariidae,invasive,20,2,7,0,,no data,,https://www.cabi.org/isc/datasheet/114927
Hypoxylon mammatum,poplar canker,Fungi/Chromista,,Full datasheet,"pest,naturalEnemy",Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,,38,3,22,4,no data,no data,no data,https://www.cabi.org/cpc/datasheet/28323
Iberolacerta horvathi,,Vertebrates,Basic datasheet,,invasiveSpecies,Eukaryota,Metazoa,Chordata,Reptilia,Sauria,Lacertidae,invasive,1,1,1,0,,no data,no data,https://www.cabi.org/isc/datasheet/114935
Icerya purchasi,cottony cushion scale,Invertebrates,Full datasheet,Full datasheet,"pest,naturalEnemy,invasiveSpecies",Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Monophlebidae,invasive,209,2,73,80,no data,,no data,https://www.cabi.org/cpc/datasheet/28432; https://www.cabi.org/isc/datasheet/28432
Icerya seychellarum,Seychelles scale,Invertebrates,,Full datasheet,"pest,naturalEnemy",Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Monophlebidae,,87,1,20,205,,no data,no data,https://www.cabi.org/cpc/datasheet/28434
Idaea bonifata,,Invertebrates,Basic datasheet,,invasiveSpecies,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Geometridae,invasive,1,1,1,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/114936
Idaea inquinata,,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Geometridae,,1,1,1,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/28461
Illinoia lambersi,,Invertebrates,,Basic datasheet,"pest,naturalEnemy",Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Aphididae,,7,1,6,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/33628
Illinoia liriodendri,"tuliptree, aphid",Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Aphididae,,29,3,21,1,,no data,no data,https://www.cabi.org/cpc/datasheet/28573
Illinoia rhododendri,,Invertebrates,Basic datasheet,,invasiveSpecies,Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Aphididae,invasive,3,1,3,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/114943
Impatiens balsamina,garden balsam,Plants,Full datasheet,Full datasheet,"invasiveSpecies,hostPlant,crop",Eukaryota,Plantae,Spermatophyta,Dicotyledonae,Balsaminales,Balsaminaceae,invasive,132,2,49,0,,no data,,https://www.cabi.org/cpc/datasheet/28765; https://www.cabi.org/isc/datasheet/28765
Impatiens walleriana,busy lizzy,Plants,Full datasheet,Full datasheet,"invasiveSpecies,hostPlant,crop",Eukaryota,Plantae,Spermatophyta,Dicotyledonae,Balsaminales,Balsaminaceae,invasive,99,1,36,0,,no data,,https://www.cabi.org/cpc/datasheet/28769; https://www.cabi.org/isc/datasheet/28769
Imperata cylindrica,cogon grass,Plants,Full datasheet,Full datasheet,"pest,naturalEnemy,hostPlant,invasiveSpecies",Eukaryota,Plantae,Spermatophyta,Monocotyledonae,Cyperales,Poaceae,invasive,160,2,40,25,,no data,,https://www.cabi.org/cpc/datasheet/28580; https://www.cabi.org/isc/datasheet/28580
infectious haematopoietic necrosis virus,,Viruses,Full datasheet,,invasiveSpecies,Virus,,,,Mononegavirales,Rhabdoviridae,invasive,15,2,14,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/79278
Inonotus hispidus,shaggy bracket,Fungi/Chromista,,Full datasheet,pest,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,,24,4,19,31,,no data,no data,https://www.cabi.org/cpc/datasheet/28728
Ionopsidium acaule,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Dicotyledonae,Capparidales,Brassicaceae,invasive,4,1,4,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/114962
Ipheion uniflorum,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Monocotyledonae,Liliales,Alliaceae,invasive,9,1,9,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/114964
Iphiclides podalirius,,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Papilionidae,,5,1,5,10,,no data,no data,https://www.cabi.org/cpc/datasheet/28771
Ipomoea sagittata,,Plants,Basic datasheet,,"invasiveSpecies,hostPlant",Eukaryota,Plantae,Spermatophyta,Dicotyledonae,Solanales,Convolvulaceae,invasive,29,1,11,0,,no data,no data,https://www.cabi.org/isc/datasheet/114970
Ips acuminatus,"bark beetle, sharp-dentated",Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Scolytidae,,9,1,8,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/28814
Iris albicans,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Monocotyledonae,Liliales,Iridaceae,invasive,10,1,5,0,,no data,no data,https://www.cabi.org/isc/datasheet/114973
Iris mild mosaic virus,,Viruses,,Basic datasheet,pest,Virus,,,,,Potyviridae,,3,1,2,4,no data,no data,no data,https://www.cabi.org/cpc/datasheet/28871
Iris pallida,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Monocotyledonae,Liliales,Iridaceae,invasive,10,2,10,0,,no data,no data,https://www.cabi.org/isc/datasheet/114982
Iris unguicularis,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Monocotyledonae,Liliales,Iridaceae,invasive,3,1,3,0,,no data,no data,https://www.cabi.org/isc/datasheet/114990
Iris versicolor,,Plants,Basic datasheet,,"invasiveSpecies,hostPlant",Eukaryota,Plantae,Spermatophyta,Monocotyledonae,Liliales,Iridaceae,invasive,14,1,9,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/114991
Iris xiphium,,Plants,Basic datasheet,Basic datasheet,"invasiveSpecies,hostPlant",Eukaryota,Plantae,Spermatophyta,Monocotyledonae,Liliales,Iridaceae,invasive,15,1,8,0,,no data,no data,https://www.cabi.org/cpc/datasheet/114992; https://www.cabi.org/isc/datasheet/114992
Iris yellow spot virus,iris yellow spot,Viruses,Full datasheet,Full datasheet,"pest,invasiveSpecies",Virus,,,,Mononegavirales,Bunyaviridae,invasive,69,3,48,50,no data,,,https://www.cabi.org/cpc/datasheet/28848; https://www.cabi.org/isc/datasheet/28848
Ischnaspis longirostris,black thread scale,Invertebrates,,Basic datasheet,"pest,naturalEnemy",Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Diaspididae,,19,1,5,6,no data,no data,no data,https://www.cabi.org/cpc/datasheet/28914
Isotoma notabilis,,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Collembola,Isotomidae,,5,2,5,3,no data,no data,no data,https://www.cabi.org/cpc/datasheet/28963
Isotoma viridis,,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Collembola,Isotomidae,,5,1,4,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/28964
Itoplectis maculator,,Invertebrates,,Basic datasheet,"pest,naturalEnemy",Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,,17,2,15,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/29029
Ixia dubia,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Monocotyledonae,Liliales,Iridaceae,invasive,1,1,1,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/115004
Japananus hyalinus,,Invertebrates,Basic datasheet,,invasiveSpecies,Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Cicadellidae,invasive,18,2,18,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/115009
Jasminum officinale,,Plants,Basic datasheet,,"invasiveSpecies,hostPlant",Eukaryota,Plantae,Spermatophyta,Dicotyledonae,Oleales,Oleaceae,invasive,26,1,16,0,,no data,no data,https://www.cabi.org/isc/datasheet/115017
Jatropha integerrima,peregrina,Plants,Full datasheet,,"documentedSpecies,hostPlant",Eukaryota,Plantae,Spermatophyta,Dicotyledonae,Euphorbiales,Euphorbiaceae,,67,1,25,0,,no data,,https://www.cabi.org/isc/datasheet/28395
Juncus compressus,flattened rush,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Monocotyledonae,Cyperales,Juncaceae,invasive,8,1,7,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/115027
Juncus glaucus,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Monocotyledonae,Cyperales,Juncaceae,invasive,7,2,7,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/115033
Kabatiella zeae,eyespot,Fungi/Chromista,Full datasheet,Full datasheet,"pest,invasiveSpecies",Eukaryota,Fungi,Ascomycota,Dothideomycetes,Dothideales,Dothioraceae,invasive,35,2,20,1,,,no data,https://www.cabi.org/cpc/datasheet/29297; https://www.cabi.org/isc/datasheet/29297
Kalanchoe delagoensis,chandelier plant,Plants,Full datasheet,Full datasheet,"invasiveSpecies,hostPlant",Eukaryota,Plantae,Spermatophyta,Dicotyledonae,Rosales,Crassulaceae,invasive,53,1,23,0,,no data,,https://www.cabi.org/cpc/datasheet/115050; https://www.cabi.org/isc/datasheet/115050
Kalotermes flavicollis,"termite, yellownecked dry-wood",Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Isoptera,Kalotermitidae,,4,1,2,5,no data,no data,no data,https://www.cabi.org/cpc/datasheet/29318
Kampimodromus aberrans,,Invertebrates,,Basic datasheet,"pest,naturalEnemy",Eukaryota,Metazoa,Arthropoda,Arachnida,Parasitiformes,Phytoseiidae,,17,2,14,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/4726
Karenia mikimotoi,,Protozoa,Basic datasheet,,invasiveSpecies,Eukaryota,Protista,Protozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,invasive,11,3,10,0,,no data,no data,https://www.cabi.org/isc/datasheet/115054
Karlodinium veneficum,,Protozoa,Basic datasheet,,invasiveSpecies,Eukaryota,Protista,Protozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,invasive,2,1,2,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/115055
Katamysis warpachowskyi,,Invertebrates,Basic datasheet,,invasiveSpecies,Eukaryota,Metazoa,Arthropoda,Malacostraca,Mysidacea,Mysidae,invasive,4,1,4,0,,no data,no data,https://www.cabi.org/isc/datasheet/115059
Kermes vermilio,,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Kermesidae,,5,1,5,2,no data,no data,no data,https://www.cabi.org/cpc/datasheet/108092
Kickxia lanigera,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Dicotyledonae,Scrophulariales,Scrophulariaceae,invasive,2,1,1,0,,no data,no data,https://www.cabi.org/isc/datasheet/115063
Kickxia spuria,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Dicotyledonae,Scrophulariales,Scrophulariaceae,invasive,14,2,12,0,,no data,no data,https://www.cabi.org/isc/datasheet/115064
Klebsiella pneumoniae,,Bacteria,Basic datasheet,Basic datasheet,pest,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,,5,1,3,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/78663
Klimaszewskia salviae,,Invertebrates,Basic datasheet,,invasiveSpecies,Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Aphididae,invasive,1,1,1,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/115071
Knautia degenii,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Dicotyledonae,Dipsacales,Dipsacaceae,invasive,1,1,1,0,,no data,no data,https://www.cabi.org/isc/datasheet/115073
Kniphofia uvaria,redhot poker,Plants,Basic datasheet,,"invasiveSpecies,hostPlant",Eukaryota,Plantae,Spermatophyta,Monocotyledonae,Liliales,Asphodelaceae,invasive,10,1,8,0,,no data,no data,https://www.cabi.org/isc/datasheet/115076
Korscheltellus lupulina,common swift (moth),,,Basic datasheet,pest,,,,,,,,2,1,2,2,no data,no data,no data,https://www.cabi.org/cpc/datasheet/26906
Krynickillus melanocephalus,,Invertebrates,Basic datasheet,,invasiveSpecies,Eukaryota,Metazoa,Mollusca,Gastropoda,Stylommatophora,Agriolimacidae,invasive,7,1,5,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/115084
Kuehneola uredinis,Cane and leaf rust,Fungi/Chromista,Full datasheet,Full datasheet,"pest,naturalEnemy,documentedSpecies",Eukaryota,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Phragmidiaceae,,71,3,49,16,,no data,,https://www.cabi.org/cpc/datasheet/29555; https://www.cabi.org/isc/datasheet/29555
Kundmannia sicula,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Dicotyledonae,Apiales,Apiaceae,invasive,1,1,1,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/115085
Kuwanaspis pseudoleucaspis,,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Diaspididae,,5,1,5,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/29569
Lacanobia suasa,,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,,11,2,10,4,no data,no data,no data,https://www.cabi.org/cpc/datasheet/29621
Lactuca serriola,prickly lettuce,Plants,,Basic datasheet,"crop,pest,hostPlant",Eukaryota,Plantae,Spermatophyta,Dicotyledonae,Asterales,Asteraceae,,37,1,25,8,no data,no data,no data,https://www.cabi.org/cpc/datasheet/29611
Laelia coenosa,,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Erebidae,,8,1,4,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/29684
Laetiporus sulphureus,brown checked wood rot,Fungi/Chromista,,Basic datasheet,pest,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,,4,1,3,4,no data,no data,no data,https://www.cabi.org/cpc/datasheet/29696
Laetisaria fuciformis,pink patch: turf,Fungi/Chromista,,Basic datasheet,"pest,naturalEnemy",Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Corticiaceae,,5,2,5,7,no data,no data,no data,https://www.cabi.org/cpc/datasheet/15448
Lagenaria siceraria,bottle gourd,Plants,Full datasheet,Full datasheet,"invasiveSpecies,hostPlant,crop",Eukaryota,Plantae,Spermatophyta,Dicotyledonae,Violales,Cucurbitaceae,invasive,154,1,52,0,,no data,,https://www.cabi.org/cpc/datasheet/30556; https://www.cabi.org/isc/datasheet/30556
